epoch,auc,loss,precision,recall,val_auc,val_loss,val_precision,val_recall
0,0.732801616191864,2.5691914558410645,0.0,0.0,0.907753050327301,0.9632203578948975,0.0,0.0
1,0.9014765024185181,0.4943339228630066,1.0,0.0010460250778123736,0.972411036491394,0.2367805391550064,0.9104477763175964,0.15174129605293274
2,0.9622623324394226,0.16531598567962646,0.97826087474823,0.04658384993672371,0.9866738319396973,0.13994431495666504,0.9308176040649414,0.37185928225517273
3,0.9677450060844421,0.12249254435300827,0.95652174949646,0.09185803681612015,0.9872393012046814,0.11270101368427277,0.9729729890823364,0.36272040009498596
4,0.9698817133903503,0.10688720643520355,0.9672130942344666,0.18592436611652374,0.988901674747467,0.10220742970705032,1.0,0.02244389057159424
5,0.9725697040557861,0.0978681743144989,0.9861111044883728,0.22421053051948547,0.9912378191947937,0.09412869811058044,0.9814814925193787,0.26767677068710327
6,0.9787209630012512,0.09177571535110474,0.9683794379234314,0.2517985701560974,0.9822525978088379,0.08772885799407959,1.0,0.25621891021728516
7,0.9807625412940979,0.08599667996168137,0.9828326106071472,0.23979057371616364,0.9927146434783936,0.08478537201881409,0.9870129823684692,0.37905237078666687
8,0.96940678358078,0.08540885895490646,0.9735682606697083,0.23312236368656158,0.9939405918121338,0.0783924087882042,0.9919354915618896,0.3052109181880951
9,0.9775489568710327,0.0779949501156807,0.9915966391563416,0.24686191976070404,0.9881431460380554,0.08188845217227936,1.0,0.06783919781446457
10,0.982157826423645,0.07471146434545517,0.9656357169151306,0.2882051169872284,0.9882501363754272,0.07266203314065933,0.9806451797485352,0.3819095492362976
11,0.982611894607544,0.07206082344055176,0.9667773842811584,0.30280956625938416,0.9900058507919312,0.07521916925907135,0.9766082167625427,0.4271099865436554
12,0.9883530139923096,0.06842385232448578,0.9832869172096252,0.371188223361969,0.9716952443122864,0.0752021074295044,1.0,0.28498727083206177
13,0.9848927855491638,0.06599811464548111,0.9760638475418091,0.379917174577713,0.990795373916626,0.06479156017303467,1.0,0.1679197996854782
14,0.9813599586486816,0.06519142538309097,0.9786096215248108,0.37693101167678833,0.9895174503326416,0.06571316719055176,0.0,0.0
15,0.9832053780555725,0.06194058805704117,0.9874371886253357,0.4176408052444458,0.988360583782196,0.06013325974345207,0.9903846383094788,0.26075950264930725
16,0.9872578382492065,0.06155291199684143,0.9765396118164062,0.34869110584259033,0.9698064923286438,0.06744049489498138,1.0,0.08542713522911072
17,0.9849473834037781,0.06208904832601547,0.9904153347015381,0.3147208094596863,0.98908531665802,0.06874268501996994,0.9886363744735718,0.21804511547088623
18,0.9892259836196899,0.06001303344964981,0.9729729890823364,0.38793104887008667,0.9935214519500732,0.06014581769704819,0.9813084006309509,0.5210918188095093
19,0.9857189655303955,0.056570202112197876,0.9876288771629333,0.4927983582019806,0.9964836239814758,0.056229934096336365,0.9745762944221497,0.574999988079071
20,0.987400233745575,0.057909924536943436,0.9788359999656677,0.38662487268447876,0.9920995235443115,0.05781218409538269,0.9861111044883728,0.35499998927116394
21,0.9823221564292908,0.056760191917419434,0.9898734092712402,0.401025652885437,0.9907123446464539,0.05436813086271286,0.9880239367485046,0.41044774651527405
22,0.9890946745872498,0.052960850298404694,0.9834515452384949,0.437894731760025,0.9955582022666931,0.05361465737223625,1.0,0.02525252476334572
23,0.9910261631011963,0.05238069221377373,0.9797979593276978,0.40971487760543823,0.9917975068092346,0.052866145968437195,0.9930555820465088,0.3583959937095642
24,0.9845307469367981,0.054399680346250534,0.9779950976371765,0.4065040647983551,0.9761754870414734,0.06292542815208435,1.0,0.07379134744405746
25,0.9842639565467834,0.05132647603750229,0.9831932783126831,0.36986300349235535,0.9944741725921631,0.04967682063579559,0.9928057789802551,0.3458646535873413
26,0.9895862936973572,0.05065581575036049,0.9848484992980957,0.47101449966430664,0.9953754544258118,0.04651692882180214,0.9813084006309509,0.5263158082962036
27,0.989721953868866,0.047215819358825684,0.9838383793830872,0.521972119808197,0.9950453042984009,0.048247579485177994,0.9751037359237671,0.5874999761581421
28,0.9924898743629456,0.04678740352392197,0.9841583967208862,0.5226078033447266,0.9925223588943481,0.04947008937597275,1.0,0.25376883149147034
29,0.9901301264762878,0.04561902582645416,0.9809027910232544,0.5800821185112,0.994349479675293,0.04441870003938675,0.9768339991569519,0.6293532252311707
30,0.9885451793670654,0.04455307126045227,0.9910233616828918,0.5587044358253479,0.9928009510040283,0.04449174180626869,0.9929078221321106,0.35087719559669495
31,0.9937537312507629,0.04433295130729675,0.9841269850730896,0.5414847135543823,0.9896427989006042,0.048007894307374954,0.9924812316894531,0.3316583037376404
32,0.9910609722137451,0.04291677102446556,0.9871559739112854,0.5657203197479248,0.9963297247886658,0.04135049879550934,0.9787985682487488,0.690773069858551
33,0.9916040897369385,0.043689582496881485,0.9809027910232544,0.5747711062431335,0.9927167296409607,0.041437242180109024,0.9801587462425232,0.6237373948097229
34,0.9944299459457397,0.040564753115177155,0.9885246157646179,0.6340693831443787,0.9964340925216675,0.04532746598124504,1.0,0.16410256922245026
35,0.9933669567108154,0.040913231670856476,0.9856459498405457,0.6223564743995667,0.9958057999610901,0.03935444727540016,0.9612902998924255,0.7450000047683716
36,0.9912874698638916,0.04049272462725639,0.9811676144599915,0.5675381422042847,0.9960728883743286,0.03977006673812866,0.988950252532959,0.44416874647140503
37,0.9951313734054565,0.04013974219560623,0.9950248599052429,0.6224066615104675,0.9912764430046082,0.039494588971138,0.9919028282165527,0.6094527244567871
38,0.995163083076477,0.03844038397073746,0.9936507940292358,0.643371045589447,0.9926538467407227,0.03888217732310295,0.9757785201072693,0.7085427045822144
39,0.9885806441307068,0.03893670439720154,0.9860896468162537,0.6550307869911194,0.9927136898040771,0.03790581226348877,0.9790794849395752,0.5835411548614502
40,0.9927292466163635,0.03798859193921089,0.9752066135406494,0.6158663630485535,0.9952633380889893,0.037543926388025284,1.0,0.33915212750434875
41,0.9965599775314331,0.037090644240379333,0.9864864945411682,0.6051813364028931,0.9907780289649963,0.04110107570886612,0.9870129823684692,0.190476194024086
42,0.988883376121521,0.03645143657922745,0.9918434023857117,0.6440678238868713,0.9507531523704529,0.04010409116744995,0.9911894202232361,0.5639097690582275
43,0.991298496723175,0.03646054491400719,0.9845626354217529,0.5833333134651184,0.9953464269638062,0.035449519753456116,0.9517685174942017,0.7531806826591492
44,0.9896965622901917,0.03535887598991394,0.9791304469108582,0.6153005361557007,0.9963180422782898,0.03443555906414986,0.9756097793579102,0.699999988079071
45,0.9933823347091675,0.03503436967730522,0.9935275316238403,0.6297435760498047,0.9947496652603149,0.03335878625512123,0.9805447459220886,0.6331658363342285
46,0.9921374917030334,0.034878943115472794,0.9755671620368958,0.5921609997749329,0.9943801164627075,0.03410133346915245,0.9813432693481445,0.6658228039741516
47,0.9900091290473938,0.03452621400356293,0.9810126423835754,0.6275303363800049,0.9959633350372314,0.03467235714197159,0.989847719669342,0.4862842857837677
48,0.9931082725524902,0.034148044884204865,0.9863945841789246,0.6150583028793335,0.9918776154518127,0.03404467552900314,0.9795082211494446,0.6020151376724243
49,0.9948843717575073,0.03319183737039566,0.9895522594451904,0.6870466470718384,0.9967368245124817,0.032500412315130234,0.9737704992294312,0.7538071274757385
50,0.994059681892395,0.03265347331762314,0.9832826852798462,0.6739583611488342,0.995821475982666,0.030743561685085297,0.9803921580314636,0.6329113841056824
51,0.9963539838790894,0.032511431723833084,0.9877111911773682,0.66425621509552,0.9972323775291443,0.03212090581655502,0.9892473220825195,0.4634760618209839
52,0.9973122477531433,0.03156127780675888,0.9953343868255615,0.6808510422706604,0.9963024854660034,0.031624581664800644,0.9454023241996765,0.8245614171028137
53,0.9963110685348511,0.030407702550292015,0.9857752323150635,0.7151702642440796,0.9943747520446777,0.029582181945443153,0.9816849827766418,0.6700000166893005
54,0.996075451374054,0.031022798269987106,0.9814285635948181,0.7104446887969971,0.9957581758499146,0.031424377113580704,0.9855072498321533,0.6800000071525574
55,0.995576798915863,0.03022560104727745,0.9876922965049744,0.7054945230484009,0.9938834309577942,0.03074394166469574,0.9805825352668762,0.7574999928474426
56,0.9952710866928101,0.029892897233366966,0.9814285635948181,0.6869999766349792,0.9947443008422852,0.02968871220946312,0.9570552110671997,0.7979539632797241
57,0.9946479797363281,0.028978481888771057,0.9865871667861938,0.7164502143859863,0.9947202801704407,0.028149642050266266,0.9858657121658325,0.7045454382896423
58,0.9948524832725525,0.029392123222351074,0.9926793575286865,0.675298810005188,0.9957996606826782,0.02931223437190056,0.9679715037345886,0.6868686676025391
59,0.9943852424621582,0.02874038554728031,0.9865871667861938,0.7005290985107422,0.9983604550361633,0.028738869354128838,0.9815497994422913,0.6650000214576721
60,0.9967663884162903,0.028529902920126915,0.9882869720458984,0.6987577676773071,0.9979860186576843,0.028486404567956924,0.9799330830574036,0.7325000166893005
61,0.9950991868972778,0.028838852420449257,0.9858956336975098,0.7258567214012146,0.9949375987052917,0.029644275084137917,0.9923664331436157,0.6451612710952759
62,0.9941077828407288,0.027529001235961914,0.9851852059364319,0.707446813583374,0.9918485879898071,0.02948223240673542,0.991631805896759,0.5984848737716675
63,0.9949243664741516,0.026656469330191612,0.9884726405143738,0.7236286997795105,0.9910518527030945,0.028639230877161026,0.9658703207969666,0.7039800882339478
64,0.9947612285614014,0.026732072234153748,0.9810810685157776,0.7562500238418579,0.9927764534950256,0.0266085434705019,0.9737827777862549,0.6516290903091431
65,0.9951011538505554,0.02632356993854046,0.9912023544311523,0.7100840210914612,0.9953587055206299,0.02633834257721901,0.9567723274230957,0.8299999833106995
66,0.99454665184021,0.02605413645505905,0.9908972978591919,0.7650602459907532,0.9963111877441406,0.02643832191824913,0.9629629850387573,0.8556962013244629
67,0.99577397108078,0.025123154744505882,0.992094874382019,0.7884816527366638,0.9964412450790405,0.025068294256925583,0.9803149700164795,0.6256281137466431
68,0.9948079586029053,0.024756889790296555,0.9872521162033081,0.7283176779747009,0.9968386888504028,0.024974102154374123,0.95652174949646,0.8270676732063293
69,0.9952131509780884,0.025006888434290886,0.9942029118537903,0.7274655103683472,0.9956993460655212,0.026063889265060425,0.9784482717514038,0.5646766424179077
70,0.9926186800003052,0.026287628337740898,0.9726443886756897,0.6729758381843567,0.995596706867218,0.026282640174031258,0.9855072498321533,0.6783042550086975
71,0.9945722222328186,0.024934260174632072,0.9860140085220337,0.7071213722229004,0.9925424456596375,0.024759624153375626,0.9831081032752991,0.732997477054596
72,0.9951190948486328,0.02341729961335659,0.9867841601371765,0.7202572226524353,0.9948088526725769,0.023753423243761063,0.9722222089767456,0.8015267252922058
73,0.9951671361923218,0.025236155837774277,0.985228955745697,0.686920702457428,0.9981046915054321,0.02398890256881714,0.9888476133346558,0.6717171669006348
74,0.9946898818016052,0.024962155148386955,0.9829457402229309,0.6673684120178223,0.9944057464599609,0.023534221574664116,0.9599999785423279,0.7819548845291138
75,0.9924460649490356,0.02371874824166298,0.9886524677276611,0.7313746213912964,0.9960227012634277,0.024320702999830246,0.9743589758872986,0.7657430768013
76,0.9939650893211365,0.023778509348630905,0.9871244430541992,0.7142857313156128,0.9978061318397522,0.022736629471182823,0.9697884917259216,0.8045112490653992
77,0.9972209930419922,0.022569498047232628,0.9916083812713623,0.7439664006233215,0.9939964413642883,0.022107291966676712,0.977419376373291,0.7556109428405762
78,0.9945871829986572,0.022246910259127617,0.9906666874885559,0.7707468867301941,0.9962289929389954,0.022424541413784027,0.9804560542106628,0.7506234645843506
79,0.9969333410263062,0.02141399495303631,0.9882352948188782,0.7722165584564209,0.9943455457687378,0.022425154224038124,0.9810126423835754,0.7711442708969116
80,0.9950950145721436,0.02130320481956005,0.9834024906158447,0.7413972616195679,0.9971514344215393,0.02292546257376671,0.9780564308166504,0.7858942151069641
81,0.997001051902771,0.0207410529255867,0.9917355179786682,0.7659574747085571,0.9973440170288086,0.021627092733979225,0.9743589758872986,0.7599999904632568
82,0.9925287961959839,0.027129273861646652,0.9771241545677185,0.6177685856819153,0.9929041266441345,0.02915603667497635,1.0,0.4307304918766022
83,0.9929420948028564,0.025476230308413506,0.9766277074813843,0.6132075190544128,0.9984258413314819,0.022769805043935776,0.9696969985961914,0.714640200138092
84,0.9908128380775452,0.024993883445858955,0.9863713979721069,0.595678985118866,0.9961802959442139,0.026272621005773544,0.9512194991111755,0.5864661931991577
85,0.9927370548248291,0.02393849566578865,0.9848993420600891,0.6172450184822083,0.9987781643867493,0.023443950340151787,0.9481267929077148,0.8204488754272461
86,0.9835956692695618,0.03211361542344093,0.9741935729980469,0.47584033012390137,0.9816952347755432,0.03536907210946083,0.9818181991577148,0.4070351719856262
87,0.9443028569221497,0.04281458258628845,0.9692832827568054,0.30472102761268616,0.9427981972694397,0.05506390333175659,1.0,0.0025125627871602774
88,0.9802411198616028,0.030911311507225037,0.978723406791687,0.41691842675209045,0.9938762784004211,0.025677064433693886,0.9887005686759949,0.4375
89,0.9946509003639221,0.023316653445363045,0.9771929979324341,0.5832460522651672,0.996029257774353,0.022090604528784752,0.9729729890823364,0.6347606778144836
90,0.9930897355079651,0.02258436009287834,0.9887820482254028,0.6467505097389221,0.9966046214103699,0.022438837215304375,0.9911894202232361,0.5681818127632141
91,0.9946702718734741,0.022416161373257637,0.9866666793823242,0.6802859902381897,0.9973692893981934,0.022208580747246742,0.9693877696990967,0.7196969985961914
92,0.9908232688903809,0.022609492763876915,0.9714764952659607,0.6166134476661682,0.9962910413742065,0.019945848733186722,0.9740259647369385,0.748129665851593
93,0.9946235418319702,0.02008373849093914,0.9863760471343994,0.7365208268165588,0.9979040026664734,0.018984012305736542,0.9737704992294312,0.7557252049446106
94,0.9968854188919067,0.019630031660199165,0.9911634922027588,0.7159574627876282,0.9986327290534973,0.019800495356321335,0.95652174949646,0.7738693356513977
95,0.993941068649292,0.019390631467103958,0.9889807105064392,0.7479166388511658,0.999167263507843,0.01844276301562786,0.9714285731315613,0.7630922794342041
96,0.9944186210632324,0.018332624807953835,0.9946452379226685,0.7938033938407898,0.9971404075622559,0.01859992928802967,0.9713375568389893,0.7682619690895081
97,0.9976503849029541,0.018891455605626106,0.9945799708366394,0.7520492076873779,0.996806800365448,0.01818130910396576,0.9717868566513062,0.7769423723220825
98,0.9966650009155273,0.017557090148329735,0.9884020686149597,0.7989583611488342,0.9989178776741028,0.017836594954133034,0.9674556255340576,0.8154613375663757
99,0.9982089996337891,0.01832488551735878,0.983561635017395,0.76382976770401,0.9981242418289185,0.01755647547543049,0.9692307710647583,0.7934508919715881
100,0.9963209629058838,0.017467278987169266,0.9858611822128296,0.7842535972595215,0.999273955821991,0.01791234128177166,0.9624277353286743,0.8430379629135132
101,0.9966281652450562,0.017129166051745415,0.9896507263183594,0.8121019005775452,0.9990191459655762,0.017493359744548798,0.9775640964508057,0.7605984807014465
102,0.9969249963760376,0.017516398802399635,0.9885203838348389,0.7892057299613953,0.9990938305854797,0.017273658886551857,0.9702380895614624,0.8129675984382629
103,0.9953092336654663,0.01686110533773899,0.9945945739746094,0.800000011920929,0.9993221163749695,0.017514199018478394,0.9737704992294312,0.748110830783844
104,0.997863233089447,0.01702919416129589,0.9861111044883728,0.7857142686843872,0.9960794448852539,0.01766296662390232,0.9768977165222168,0.7381545901298523
105,0.9947957992553711,0.0169320460408926,0.9897828698158264,0.791624128818512,0.9993192553520203,0.016970468685030937,0.9767441749572754,0.7386934757232666
106,0.9969430565834045,0.016275139525532722,0.9960681796073914,0.7991587519645691,0.9991735219955444,0.016920480877161026,0.9653179049491882,0.8329176902770996
107,0.9975010752677917,0.01634007878601551,0.9948520064353943,0.8136842250823975,0.9992391467094421,0.01700247824192047,0.958563506603241,0.8718593120574951
108,0.9969488978385925,0.016293762251734734,0.9897828698158264,0.8166490793228149,0.9984073042869568,0.01696575991809368,0.958791196346283,0.8681591749191284
109,0.997316300868988,0.016105076298117638,0.9898089170455933,0.824840784072876,0.9955970048904419,0.017356643453240395,0.979238748550415,0.7128463387489319
110,0.9977725744247437,0.016161665320396423,0.9914215803146362,0.8297435641288757,0.9960915446281433,0.016542550176382065,0.97444087266922,0.762499988079071
111,0.9965876340866089,0.01589563675224781,0.9947916865348816,0.7958333492279053,0.9981648325920105,0.016641322523355484,0.9692737460136414,0.8740554451942444
112,0.9981261491775513,0.015408582985401154,0.9915561079978943,0.8422130942344666,0.9970197081565857,0.016619766131043434,0.9612188339233398,0.8696742057800293
113,0.9964624047279358,0.01567157916724682,0.9949367046356201,0.8317460417747498,0.9979415535926819,0.016890401020646095,0.9663865566253662,0.862500011920929
114,0.9982903599739075,0.015577342361211777,0.9950739145278931,0.833849310874939,0.9979997873306274,0.016693726181983948,0.9773463010787964,0.7531172037124634
115,0.9975308179855347,0.01504652388393879,0.988916277885437,0.8560767769813538,0.9951030015945435,0.016540221869945526,0.96875,0.8525000214576721
116,0.9957833886146545,0.016236161813139915,0.9914004802703857,0.8293936252593994,0.9967387914657593,0.01811837963759899,0.9658384919166565,0.7794486284255981
117,0.9971600770950317,0.016744764521718025,0.983182430267334,0.7867494821548462,0.9969541430473328,0.016983557492494583,0.9713375568389893,0.7702020406723022
118,0.9959261417388916,0.015317237004637718,0.992443323135376,0.8140496015548706,0.9969379901885986,0.01587710902094841,0.9640883803367615,0.8746867179870605
119,0.9967779517173767,0.015379190444946289,0.994955837726593,0.8314014673233032,0.9981197118759155,0.015811104327440262,0.9691011309623718,0.8734177350997925
120,0.9981803297996521,0.014471379108726978,0.9914634227752686,0.8381443023681641,0.9972814321517944,0.015464305877685547,0.9674556255340576,0.8174999952316284
121,0.9985055923461914,0.014443065971136093,0.9937965273857117,0.8458289504051208,0.9959130883216858,0.016105446964502335,0.9771241545677185,0.7456359267234802
122,0.9979655146598816,0.014637830667197704,0.9951807260513306,0.8463114500045776,0.9979769587516785,0.015610807575285435,0.9660056829452515,0.8546366095542908
123,0.9977467060089111,0.014090441167354584,0.9939903616905212,0.8677859306335449,0.9981869459152222,0.01564401015639305,0.9701492786407471,0.8104737997055054
124,0.9977694749832153,0.014393443241715431,0.9963985681533813,0.8609958291053772,0.9977864027023315,0.015570476651191711,0.9651162624359131,0.8405063152313232
125,0.9978335499763489,0.014200466684997082,0.9914841651916504,0.8534031510353088,0.9975315928459167,0.01531562115997076,0.9633802771568298,0.8550000190734863
126,0.9978469014167786,0.01391292829066515,0.9937264919281006,0.8398727178573608,0.997962236404419,0.015466338954865932,0.9650145769119263,0.829573929309845
127,0.9983130693435669,0.013871975243091583,0.9952606558799744,0.8668730854988098,0.9935765266418457,0.015367897227406502,0.9701492786407471,0.8165829181671143
128,0.9988507628440857,0.013657771050930023,0.9962311387062073,0.8499463796615601,0.9936661124229431,0.01571349985897541,0.9690141081809998,0.8621553778648376
129,0.9976216554641724,0.013515094295144081,0.9930394291877747,0.8806584477424622,0.9966754913330078,0.015411577187478542,0.9699699878692627,0.8095238208770752
130,0.9970319271087646,0.01339498721063137,0.9964454770088196,0.8787878751754761,0.9955206513404846,0.015357606112957,0.9685714244842529,0.8475000262260437
131,0.9984951019287109,0.013353758491575718,0.9917840361595154,0.8666666746139526,0.9945613741874695,0.016700424253940582,0.9651162624359131,0.8279301524162292
132,0.9975850582122803,0.013464420102536678,0.9939758777618408,0.8558091521263123,0.9962491393089294,0.0150931216776371,0.97398841381073,0.8488665223121643
133,0.9980737566947937,0.0133699681609869,0.9963680505752563,0.8699788451194763,0.9969174861907959,0.016116145998239517,0.9331619739532471,0.9120603203773499
134,0.9975879788398743,0.013220864348113537,0.9929245114326477,0.8752598762512207,0.9970161318778992,0.015234430320560932,0.9629629850387573,0.8471177816390991
135,0.9984458088874817,0.0131685147061944,0.9917550086975098,0.8789144158363342,0.9963387250900269,0.014890670776367188,0.9564032554626465,0.8731343150138855
136,0.9987396001815796,0.012606583535671234,0.9940617680549622,0.8764398097991943,0.9914780259132385,0.015537893399596214,0.9606741666793823,0.8614609837532043
137,0.9988488554954529,0.013101829215884209,0.9952038526535034,0.8601036071777344,0.9956309199333191,0.016340551897883415,0.942105233669281,0.8994975090026855
138,0.9987373948097229,0.012544550001621246,0.9929161667823792,0.8787878751754761,0.9935275912284851,0.01511209737509489,0.9677419066429138,0.8291457295417786
139,0.9978357553482056,0.012612498365342617,0.9953434467315674,0.8896982073783875,0.9952409863471985,0.015194252133369446,0.977419376373291,0.7651515007019043
140,0.9993810057640076,0.012653154321014881,0.9952718615531921,0.8761706352233887,0.9962538480758667,0.017887717112898827,0.8947368264198303,0.9444444179534912
141,0.999448835849762,0.01275908388197422,0.9917159676551819,0.8839662671089172,0.9919528961181641,0.015108573250472546,0.9691011309623718,0.853960394859314
142,0.9991484880447388,0.01217545848339796,0.9953216314315796,0.8809523582458496,0.993229329586029,0.015261063352227211,0.9553072452545166,0.8550000190734863
143,0.998428225517273,0.012300037778913975,0.9953650236129761,0.8957247138023376,0.9926103949546814,0.01580124907195568,0.9772727489471436,0.7524999976158142
144,0.9984064102172852,0.012616800144314766,0.9929161667823792,0.8787878751754761,0.9951481819152832,0.015035395510494709,0.954054057598114,0.8891687393188477
145,0.9987330436706543,0.013028554618358612,0.9879807829856873,0.850931704044342,0.9973156452178955,0.014501962810754776,0.9631727933883667,0.8542713522911072
146,0.999294638633728,0.01219784002751112,0.991725742816925,0.881302535533905,0.9956811666488647,0.013966474682092667,0.9582172632217407,0.8578553795814514
147,0.9983042478561401,0.01261430699378252,0.9952493906021118,0.875653088092804,0.9941261410713196,0.015199156478047371,0.9668674468994141,0.8004987239837646
148,0.9978011846542358,0.012787318788468838,0.9881376028060913,0.8668054342269897,0.9960896968841553,0.014316539280116558,0.9791666865348816,0.7212276458740234
149,0.9967375993728638,0.012444773688912392,0.9928315281867981,0.8647242188453674,0.9957742094993591,0.014573592692613602,0.9613259434700012,0.8700000047683716
150,0.9994465112686157,0.012339559383690357,0.9916864633560181,0.8706986308097839,0.995442807674408,0.01483901683241129,0.9889298677444458,0.6716791987419128
151,0.9991142749786377,0.01182031910866499,0.9941383600234985,0.8715313673019409,0.9962214827537537,0.014287942089140415,0.9871794581413269,0.7699999809265137
152,0.9996604919433594,0.011173407547175884,0.9953271150588989,0.8968421220779419,0.9938386678695679,0.01421281322836876,0.9649122953414917,0.8229426145553589
153,0.9990001916885376,0.0119717912748456,0.9963503479957581,0.8666666746139526,0.9928914904594421,0.014227121137082577,0.9729729890823364,0.8223350048065186
154,0.9976822733879089,0.011554340831935406,0.9943374991416931,0.8995901346206665,0.9943884015083313,0.014128141105175018,0.9523809552192688,0.8933002352714539
155,0.9985530376434326,0.01175003219395876,0.9928740859031677,0.8837209343910217,0.9939317107200623,0.013662280514836311,0.9739130139350891,0.8421052694320679
156,0.9990478754043579,0.01132059097290039,0.9954022765159607,0.8854805827140808,0.9953792691230774,0.013428246602416039,0.9730538725852966,0.8269720077514648
157,0.9988932609558105,0.010904589667916298,0.9965831637382507,0.9057971239089966,0.9946315288543701,0.01481487974524498,0.9350649118423462,0.9068009853363037
158,0.9987704753875732,0.01086802501231432,0.996503472328186,0.9057203531265259,0.9921610355377197,0.014064080081880093,0.9795918464660645,0.8421052694320679
159,0.9990274310112,0.010515137575566769,0.997706413269043,0.9157894849777222,0.9938685894012451,0.014191029593348503,0.9392405152320862,0.9298245906829834
